pair_id,sample_role,tic_id,target_name,sector_or_product,event_time_btjd,depth_ppm,local_snr,duration_hours,fwhm_hours,ingress_duration_hours,egress_duration_hours,egress_ingress_ratio,skewness,kurtosis,delta_chi2_asym,n_points_window,edge_event,single_point_like,detector_version,n_lc_points
7,target,37748347,HD 1461,TIC 37748347,1406.0565833833195,658.9293479919434,3.9641123583273576,0.06666424795730563,0.037774404445372056,0.033332123970467364,0.03333212398683827,1.000000000491145,-0.2181756392972366,0.2895365560721821,-46.2163183100331,471,True,False,phase3_v1,12976
7,target,37748347,HD 1461,TIC 37748347,1398.1651572256158,540.7333374023438,3.1936222181480542,0.06666515320830513,0.04347369426250225,0.03333258219754498,0.03333257101076015,0.9999996643888923,0.051396518575950574,0.009687293608005021,0.6643324626363665,717,False,False,phase3_v1,12976
8,control,398018469,TIC 398018469,TIC 398018469,1790.886363110096,907.0634841918945,3.0557905262622285,0.06666782878164668,0.03691153128966107,0.033333917206618935,0.03333391157502774,0.9999998310552235,-0.22677680325161265,-0.17419204467402238,4.441720003269893,333,True,False,phase3_v1,14834
8,control,398018469,TIC 398018469,TIC 398018469,1813.576726211914,684.7381591796875,3.229908230457326,0.16666526646076818,0.05312303993741807,0.03333305666455999,0.1333322097962082,3.999999494134848,0.012282195835068205,0.10425796038409674,-11.046329473050832,692,False,False,phase3_v1,14834
9,target,155996406,HD 2834,TIC 155996406,1354.113539794728,500.08296966552734,5.449183892160456,,,,0.10000125695660245,,-0.8061818262640887,2.00044288971001,-85.30587435669963,360,True,False,phase3_v1,18298
9,target,155996406,HD 2834,TIC 155996406,1359.8677555228926,414.0138626098633,4.419823410683425,0.06666700919959112,0.035104474149193265,0.033333499006403144,0.033333510193187976,1.000000335601877,-0.036742665603382046,0.5414289856221615,5.252823655454108,717,False,False,phase3_v1,18298
9,target,155996406,HD 2834,TIC 155996406,1360.9274826592002,283.5988998413086,3.3569320435038077,0.06666694213345181,0.038980773471848806,0.03333347664374742,0.033333465489704395,0.999999665380148,-0.015613391030836107,0.1645613800566319,-58.334456624037216,703,False,False,phase3_v1,18298
9,control,384986756,TIC 384986756,TIC 384986756,1791.6713561758236,828.2065391540527,3.7264608759154236,0.06666861665325996,0.04067973738710862,0.033334313911836944,0.033334302741423016,0.99999966489744,1.2208763942077432,2.1343816058210887,27.570764467169056,566,False,False,phase3_v1,14692
9,control,384986756,TIC 384986756,TIC 384986756,1799.11178722099,463.3069038391113,4.108790496404056,0.0666675661541376,0.031819765175896464,0.03333378866773273,0.03333377748640487,0.9999996645647461,0.17368901446841914,1.2806860105959528,1.7647608410301245,710,False,False,phase3_v1,14692
9,control,384986756,TIC 384986756,TIC 384986756,1814.145171297281,460.68429946899414,2.6091787187160183,0.0666659791913844,0.045585766065414646,0.03333299518635613,0.033332984005028266,0.9999996645567613,-0.1886226358284794,-0.2801174241536244,3.5733909645463484,474,True,False,phase3_v1,14692
9,control,384986756,TIC 384986756,TIC 384986756,1807.9007587811873,444.82946395874023,3.839606817676453,0.06666672799110529,0.03685648300415778,0.03333336400100961,0.03333336399009568,0.9999999996725822,0.00520227788691475,0.34233364731353966,2.694093976145723,674,False,False,phase3_v1,14692
10,target,469974193,bet03 Tuc,TIC 469974193,1348.926619593766,604.8381328582764,3.1245811375433687,0.06666670705271827,0.029446024560456863,0.03333335351817368,0.033333353534544585,1.000000000491127,0.2297946259059391,0.23422938411065086,1.2776158777911064,260,False,False,phase3_v1,18270
10,target,469974193,bet03 Tuc,TIC 469974193,1347.9974519765058,533.2529544830322,3.0422644717203724,0.06666676291024487,0.046685249952133745,0.033333381436023046,0.033333381474221824,1.0000000011459618,0.15835881523653603,0.04897627162398832,-8.917250580432096,424,False,False,phase3_v1,18270
